,start,end,text,labels
23947,8667,8784,claims pertaining goods returned set sale rep licence etc remanded deputy commissioner,fac
17974,13120,13278,clause incorporated lease protect railway track railway station situate within area demised lessee,fac
17068,1425,1600,following brief relevant facts leading case plaintiff one mahanthappa father plaintiff one madappa elder brother,fac
10358,5967,6015,para order reads,fac
25372,2648,2790,challenged validity correctness order trial court grounds mentioned respective appeal memorandums,fac
19927,506,963,appeal directed judgment order dated passed high court judicature bombay criminal appeal whereby division bench high court dismissed bail application filed appellant herein brief facts around p bomb explosion took place malegaon district nasik opposite shakil goods transport company anjuman chowk bhiku chowk,fac
5973,8258,8700,complaint registered criminal case sections indian penal code bodhisattwa gautam summoned meantime filed petition gauhati high court section code criminal procedure quashing complaint proceedings initiated basis ground allegations taken face value make case,fac
17276,3204,3461,per evidence conducted blue litmus paper test hydrometer test liquid confirmed nature liquid id liquor seized possession accused prepared seizure list vide ext,fac
4820,7415,7586,trial court observed gone petition satisfied grounds stated therein sufficient giving consent withdraw case,fac
13845,5791,5860,two important eyewitnesses pabaji dajibha pachanji kesarji,fac
25676,4243,4362,share suit schedule property demanded effect partition defendant denied,fac
6520,4959,5124,pw headmistress school proved date birth prosecutrix show aged years date incident,fac
2097,11374,11474,defence appellant prosecution suppressed real manner occurrence,fac
11752,2683,2822,personal search accused also conducted recovery cash rs lakhs one mobile phone one sim card made,fac
26481,3948,4025,photographs taken exh presence p w kadar babu sayyed,fac
26676,6751,6915,iv data clinical material like casualty attendance discharges major minor operations radiological investigations provided institute inflated,fac
4246,16357,16408,flames sangita make movement,fac
12653,4044,4422,aggrieved decision tribunal commissioner demanded case stated obtaining opinion high court question whether facts circumstances case payment rs made termination managing agency allowable deduction computing total income assessee company,fac
3573,7042,7088,abundantly clear homicide,fac
7921,4873,4931,deed partnership also executed march,fac
21100,1407,1547,treatment hospital returning home accused threatened kill also scolded uttering obscene words,fac
19600,5147,5487,shri ghayal learned app state deposed convincing evidence ocular well circumstantial show accused wife kamalbai alone house kamalbai sustained throttling strangulation whereby became unconscious later died due injuries,fac
15943,3956,4039,order dated court directed appeal heard,fac
15064,3339,3425,evidence p w found measurement found kg,fac
23829,1836,1928,asked accused could produce licence authority respect,fac
748,10412,10502,charge continues fallen result injuries,fac
24408,15128,15320,contacted one kuldip singh conductor kapila transport company came know november deceased appellant seen consuming liquor jassur,fac
11290,7200,7353,response first group contended entertainment tax collected accordingly requested recall tax demand notice,fac
28125,4991,5543,due developing ill rivalry accused joined accused intention take revenge deceased dinesh p went group place th main th cross hongasandra balaji layout deceased dinesh joined friends removing shed pandal picked quarrel assaulted stabbed deceased dinesh deadly weapon like knife chest parts body thereby caused death intentionally,fac
23515,15278,15322,side thigh anterior iliac spine,fac
4206,12325,12391,partly burnt small piece border saree lying,fac
22079,8576,8678,also proved statement magistrate section crpc exhibit pw,fac
17338,3016,3160,accused dadaji dhodhe jadhav father accused accused parvatabai dadaji jadhav mother accused,fac
17334,2491,2757,appeal filed original accused conviction appeal filed state acquittal accused arising judgment order passed learned additional sessions judge malegaon dist nasik,fac
28166,11320,11380,accused one prabha jopadi attacked brother,fac
23454,11770,11776,asa,fac
19588,3584,3662,internal damage brain dislocation cervical spine cc,fac
8090,2143,2398,according petitioners made representation sub divisional officer assistant election officer well senior inspector police general direction requiring licenced holders deposit weapons,fac
7771,4079,4210,interalia contended deceased pradeep friend plaintiff acquaintance friendship,fac
27842,1599,1740,facts leading case follows petitioners accused courts following circumstances,fac
17734,6096,6333,assessee took matter appeal appellate assistant commissioner contended income tax officer added three items rs rs 'rs total assessable income,fac
26657,3884,4045,nd batch students academic year admitted pursuant conditional permission renewal granted central government,fac
27772,1964,2064,told wear clothes said male person ran away place back door,fac
230,11632,11708,defence got marked portion complaint ext p ext,fac
19514,10119,10228,said order dismissal writ petition came affirmed w vide order dated,fac
16783,8227,9046,based primarily said evidence confirmation call detail records cdr least three mobile telephone numbers statedly use individuals involved report charge sheet section code criminal procedure cr p c submitted court metropolitan magistrate mm seeking trial offences sections b ipc upon cognizance taken concerned metropolitan magistrate leading issuance process four persons came put trial including fateh singh daya ram puran lal rajkumari natho devi charges framed primarily offences sections section b ipc read section ipc,fac
28208,16594,16904,stated evidence effect p removing shed erected ganesha idol along deceased pw pw accused along seven eight persons came picked quarrel deceased bet hands,fac
25912,11387,11423,witness shown iron rod pipe,fac
20758,3081,3177,therefore complainant lodged complaint j p nagar police station,fac
4014,1735,1832,demand accused failed produce document favour possession mahua liquor,fac
5757,5461,5611,asked p w person said persons hired vehicle sundargarh way assaulted took away vehicle,fac
